Station Name,Street Address,City,State,ZIP,Station Phone,Access Code,Groups With Access Code,Latitude,Longitude,ID
American Natural Gas,7253 Oswego Rd,Liverpool,NY,13088,866-264-6220,public,Public - Credit card at all times,43.120271,-76.220444,75845
American Natural Gas,1560 Winchester Hwy,Fayetteville,TN,37334,866-264-6220,public,Public - Credit card at all times,35.165628,-86.535068,75846
Love's Travel Stop #604,2700 E Highway 33,Guthrie,OK,73044,405-260-1493,public,Public,35.87844,-97.392471,75900
American Natural Gas,10405 E 40th Ave,Denver,CO,80239,866-264-6220,public,Public - Credit card at all times,39.773537,-104.867049,75921
IGS CNG Services - Montgomery County Solid Waste,2750 Cardington Rd,Moraine,OH,45439,877-742-4476,public,Public - Credit card at all times,39.713376,-84.214739,76974
Riverview Land Preserve,20863 Grange Rd,Riverview,MI,48193,734-281-4263,public,Public - Credit card at all times,42.159744,-83.212429,77051
Clean Energy - Bronx NY,1361 Ryawa Ave,Bronx,NY,10474,866-809-4869,public,Public,40.805695,-73.880803,77158
Clean Energy - Westhampton Beach,Gabreski Airport,Westhampton Beach,NY,11978,866-809-4869,public,Public - Credit card at all times,40.84,-72.63,77159
Dinuba Transit Center,1092 County Route J40,Dinuba,CA,93618,559-591-5924,public,Public - Card key at all times,36.5311181,-119.382897,77205
Clean Energy - Salt Lake City,991 W 2100 S,Salt Lake City,UT,84101,866-809-4869,public,Public - Credit card at all times,40.725703,-111.920726,77335
Clean Energy - Homewood Disposal,1501 W 175th St,Homewood,IL,60430,708-798-1004,public,Public - Credit card at all times,41.571315,-87.653619,77601
United Parcel Service,1320 Shore St,West Sacramento,CA,95691,800-920-1166,public,Public - Credit card at all times,38.572721,-121.546207,77947
Go Sparq - Lawton,2098 SW 6th St,Lawton,OK,73501,,public,Public - Credit card at all times,34.584172,-98.396813,78148
Sparq - El Reno,1515 S Rock Island Ave,El Reno,OK,73036,844-772-7764,public,Public - Credit card at all times,35.514933,-97.948691,78255
Knoxville Utilities Board,1820 3rd Creek Rd,Knoxville,TN,37921,865-558-2720,public,Public - Credit card at all times,35.966518,-83.991825,78289
GAIN Clean Fuel - Laredo,15668 N Highway 83,Laredo,TX,78045,903-753-0242  800-438-7912,public,Public - Credit card at all times,27.7695094,-99.4462602,78773
Trillium,121 S Stanfield Rd,Troy,OH,45373,800-920-1166,public,Public - Credit card at all times,40.04622947,-84.23977395,79264
Trillium - Cambria County Transit Authority,502 Maple Ave,Johnstown,PA,15901,800-920-1166,public,Public - Credit card at all times,40.334523,-78.900235,79266
Trillium - Central Pennsylvania Transportation Authority,415 Zarfoss Dr,York,PA,17404,800-920-1166,public,Public - Credit card at all times,39.944688,-76.793636,79267
TruStar Energy - Rogue Green Fuels LLC,1125 Anthony Way,White City,OR,97503,844-226-0256,public,Public - Credit card at all times,42.4273604,-122.8719675,79328
Kentuckiana Cleanfuel,2490 Commerce Blvd,Sharonville,OH,45241,502-452-6312,public,Public - Credit card at all times,39.289201,-84.425955,79415
City of Chesapeake,905 Executive Blvd,Chesapeake,VA,23320,757-382-3375,public,Public - Credit card at all times,36.755694,-76.224619,79934
OneStop Fueling,1800 W 181st St S,Mounds,OK,74047,918-238-2020,public,Public - Credit card at all times,35.901076,-96.016824,79955
"Oreapolis Energy, LLC",108 E Bay Rd,Plattsmouth,NE,68048,800-755-4582,public,Public,41.04622,-95.915192,80512
Trillium - Gunnison Valley Rural Transportation Authority,508 W Tomichi Ave,Gunnison,CO,81230,800-920-1166,public,Public - Credit card at all times,38.544802,-106.932525,81564
American Natural Gas,1529 N Turnersville Rd,Buda,TX,78610,866-264-6220,public,Public - Credit card at all times,30.0945515,-97.8111038,81766
City of Panama City,620 E 27th St,Panama City,FL,32405,850-872-3172,public,Public - Credit card at all times,30.196844,-85.65117,81768
Snyder Brothers,90 Glade Dr,Kittanning,PA,16201,724-548-8101,public,Public - Credit card at all times,40.815644,-79.565628,81857
Central Valley Transportation Center,20346 E Huntsman Ave,Reedley,CA,93654,805-238-0624,public,Public - Credit card at all times,36.582318,-119.42154,82690
American Natural - Wexford Energy Centre,2619 Wexford Bayne Rd,Sewickley,PA,15143,412-259-0184,public,Public - Credit card at all times,40.614665,-80.098711,85517
American Natural Gas,14512 Aliso Dr,Fontana,CA,92337,866-264-6220,public,Public - Credit card at all times,34.060637,-117.488248,85854
Almeda Fuels,12317 Almeda Rd,Houston,TX,77045,713-539-3557,public,Public - Credit card at all times,29.628285,-95.412268,85912
Piedmont Natural Gas - Hickory,3700 17th Ave Cir SW,Hickory,NC,28602,800-752-7504,public,Public - Credit card at all times,35.70770468,-81.39436429,86009
City of Corpus Christi,5352 Ayers St,Corpus Christi,TX,78415,361-885-6910,public,Public - Card key at all times,27.73125,-97.429745,86108
Energy Conservation Works - Lower Valley Energy,4000 S Highway 89,Jackson,WY,83001,307-733-2446,public,Public - Credit card at all times,43.420504,-110.774568,86948
Clean Energy - Portage Area Regional Transportation Authority,2000 Summit Rd,Kent,OH,44240,330-678-7745,public,Public - Credit card at all times,41.136595,-81.319096,86992
American Natural Gas,110 Jefferson Ridge Pkwy,Lynchburg,VA,24502,866-264-6220,public,Public - Credit card at all times,37.39664,-79.229086,87011
Alternative Vehicle Service Group - Concord,20 Broken Bridge Rd,Concord,NH,3301,617-242-8755,public,Public - Credit card at all times,43.182787,-71.495001,87706
Alternative Vehicle Service Group - Framingham,15 Blandin Ave,Framingham,MA,1702,617-242-8755,public,Public - Credit card at all times,42.275962,-71.411974,87707
OneStop Fueling - Kaw Southwind Express,11200 State Highway 11,Kaw City,OK,74641,918-238-2020,public,Public - Credit card at all times,36.76560125,-96.88106946,87827
Blue Mark Fuels - Utility Tri-State Inc,15331 E Admiral Pl,Tulsa,OK,74116,918-238-2020  918-862-0181,public,Public - Credit card at all times,36.16152,-95.805875,87828
Quarles Fleet Fueling,2 Southlawn Ct,Rockville,MD,20850,877-444-3835,public,Public - Credit card at all times,39.103618,-77.133408,88077
Trillium - Beaver County Transit Authority,131 Pleasant Dr,Aliquippa,PA,15001,,public,Public - Card key at all times,40.632915,-80.317475,88190
Mid-Kansas CNG,636 Thompson St,Kingman,KS,67068,620-243-3250,public,Public - Credit card at all times,37.648431,-98.094183,88383
Clean Energy - Midway Pilot #92,4255 NW Highway 326,Ocala,FL,34482,866-809-4869,public,Public - Card key at all times,29.267909,-82.191578,88505
Chesapeake Utilities,500 Energy Ln,Dover,DE,19904,302-734-6700,public,Public - Credit card at all times,39.1519025,-75.5070656,88600
Fullerton Joint Union High School District,1021 S Leslie St,La Habra,CA,90631,714-870-2812,public,Public - Credit card at all times,33.919681,-117.940717,89323
Trillium - Westmoreland County Transit Authority,1823 Business Route 66,Greensburg,PA,15601,,public,Public - Card key at all times,40.371142,-79.572258,89738
American Natural Gas,4383 Leckron Rd,Modesto,CA,95357,866-264-6220,public,Public - Credit card at all times,37.630952,-120.918922,89813
South Jersey Gas - Riggins,461 Delsea Dr,Malaga,NJ,8328,866-278-3674,public,Public - Credit card at all times,39.572621,-75.053406,89911
Clean Energy - USA Hauling and Recycling,3 Shoham Rd,East Windsor,CT,6088,866-809-4869,public,Public - Credit card at all times,41.93118217,-72.59761565,91696
Piedmont Natural Gas - Fayetteville,4740 Corporation Dr,Fayetteville,NC,28306,800-752-7504,public,Public - Credit card at all times,34.953342,-78.890291,91913
Kwik Star #490,7500 Nordic Dr,Cedar Falls,IA,50613,319-277-1025,public,Public,42.470441,-92.447165,92096
City of Columbus - Central Ohio Transit Authority,1396 McKinley Ave,Columbus,OH,43222,855-475-4637,public,Public - Credit card at all times,39.964527,-83.039256,94399
Kwik Stop - 16th St,1210 E 16th St,Dubuque,IA,52001,563-582-5083,public,Public - Credit card at all times,42.511462,-90.656075,94574
B&H Construction,5500 W 55th St,Tulsa,OK,74107,918-271-5200,public,Public - Credit card at all times,36.081743,-96.054325,97026
Trillium - New Castle Transit Authority,311 Mahoning Ave,New Castle,PA,16102,800-920-1166,public,Public - Credit card at all times,40.982071,-80.356436,98522
Trillium - Crawford Area Transportation Authority,13227 Dunham Rd,Meadville,PA,16335,,public,Public - Card key at all times,41.650334,-80.172138,98710
Trillium - Lehigh and Northampton Transportation Authority,1060 Lehigh St,Allentown,PA,18103,,public,Public - Card key at all times,40.587692,-75.474566,98712
Rialto Unified School District,261 S Lilac Ave,Rialto,CA,92376,909-875-2649,public,Public - Credit card at all times,34.09735908,-117.37883,99695
GAIN Clean Fuel - Independence Fuel Systems,8181 S Lancaster Rd,Dallas,TX,75241,800-438-7912,public,Public - Credit card at all times,32.648858,-96.782923,100443
ASAP General Store 308,1835 SW Frank Phillips Blvd,Bartlesville,OK,74003,918-876-6300,public,Public,36.751521,-96.000152,103895
SoCalGas - Fontana Base,16231 Valley Blvd,Fontana,CA,92335,213-244-5681,public,Public - Credit card at all times,34.069321,-117.45157,104021
Trillium - Indiana County Transit Authority,1657 Saltsburg Ave,Indiana,PA,15701,800-920-1166,public,Public - Credit card at all times,40.612658,-79.172436,104492
IGS CNG Services - Fairview,6411 Howard Dr,Fairview,PA,16415,877-742-4476,public,Public - Credit card at all times,42.020202,-80.188497,105075
Blue Mark Fuels,12585 E 46th St N,Tulsa,OK,74116,918-238-2020  918-862-0181,public,Public - Credit card at all times,36.2210036,-95.8366605,105517
Blue Mark Fuels,800 SW 15th,Wagoner,OK,74467,918-238-2020  918-862-0181,public,Public - Credit card at all times,35.944482,-95.388105,105518
Seneca Landfill - Lego-V,421 Hartmann Rd,Evans City,PA,16033,724-452-0899,public,Public - Credit card at all times,40.812004,-80.078881,117015
Clean Energy - South Jersey Gas,21 White Horse Pike,Waterford Works,NJ,8089,866-278-3674,public,Public - Credit card at all times,39.729204,-74.863836,117871
Kwik Trip #1048,341 Jefferson St E,West Salem,WI,54669,608-786-0339,public,Public,43.893228,-91.077717,118326
CLEANCOR,670 Garnet Ave,Palm Springs,CA,92262,713-408-1538,public,Public - Credit card at all times,33.904195,-116.552357,124553
SoCalGas - Bakersfield Base,35118 McMurtrey Ave,Bakersfield,CA,93308,213-244-5681,public,Public - Credit card at all times,35.44379133,-119.0777035,135483
SoCalGas - Branford Base,12475 Branford St,Pacoima,CA,91331,800-427-2000,public,Public - Credit card at all times,34.247415,-118.405835,146957
Ozinga Energy - Gary,2555 E 15th Ave,Gary,IN,46403,888-656-0141,public,Public - Credit card at all times,41.587098,-87.302188,151885
Trillium - Centre Area Transit Authority,2081 W Whitehall Rd,State College,PA,16801,,public,Public - Card key at all times,40.761973,-77.8767,151892
Love's Travel Stop #392,2000 E Tehachapi Blvd,Tehachapi,CA,93561,661-823-1484,public,Public,35.125636,-118.408202,151894
City of Booneville,503 E Veterans Dr,Booneville,MS,38829,662-728-5601,public,Public - Credit card at all times,34.666545,-88.543729,153707
Codyco,2101 Dennisville-Petersburg Rd,Woodbine,NJ,8270,609-390-2127,public,Public - Credit card at all times,39.224956,-74.774461,155590
South Jersey Gas,650 Shunpike Rd,Burleigh,NJ,8210,866-278-3674,public,Public - Credit card at all times,39.052532,-74.851683,156339
Consumers Energy,5091 S Dort Hwy,Flint,MI,48507,517-930-4568,public,Public - Card key at all times,42.957467,-83.652711,163399
